sku,name,price,description,short_description,weight,categories,base_image,thumbnail_image,small_image,additional_images,additional_attributes,attribute_set_code,product_type,product_websites,product_online,tax_class_name,visibility,qty,is_in_stock,website_id
nl-000684,"DeWitt shell barstool - dowel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt barstool with dowel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on solid wood dowel legs with Eiffel-style polished stainless steel bracing and footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt barstool with dowel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on solid wood dowel legs with Eiffel-style polished stainless steel bracing and footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",15,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/1/8/18n-hgqm105_1.jpg,/1/8/18n-hgqm105_1.jpg,/1/8/18n-hgqm105_1.jpg,"/h/g/hgqm104_1_1.jpg,/1/8/18n-hgqm105_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGQM105,njm_name=eaze shell barstool dowel base,dimensions=<p>W20.5"" x D21.25"" x H45""
<br>Seat: H30"" x D15.75""
<br>Footrest: H11.5""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000685,"DeWitt shell counter stool - dowel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt counter stool with dowel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on solid wood dowel legs with Eiffel-style polished stainless steel bracing and footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt counter stool with dowel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on solid wood dowel legs with Eiffel-style polished stainless steel bracing and footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",15,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/h/g/hgqm104_1.jpg,/h/g/hgqm104_1.jpg,/h/g/hgqm104_1.jpg,"/h/g/hgqm104_1.jpg,/1/8/18n-hgqm105.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGQM106,njm_name=eaze shell counter stool dowel base,dimensions=<p>W19.25"" x D21"" x H41""
<br>Seat: H26"" x D15.75""
<br>Footrest: H8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000690,"Carlton armchair",1249,"Our Carlton armchair and matching sofa feature a clean design with soft curves and three options of contrasting, dual tone upholstery. Finished with matt black metal legs, the Carlton armchair offers a compact and comfortable seating solution for every day use in the modern home's living room.","Our Carlton armchair and matching sofa feature a clean design with soft curves and three options of contrasting, dual tone upholstery. Finished with matt black metal legs, the Carlton armchair offers a compact and comfortable seating solution for every day use in the modern home's living room.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/1/8/18n-hgsc118.jpg,/1/8/18n-hgsc118.jpg,/1/8/18n-hgsc118.jpg,/1/8/18n-hgsc118.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC118,njm_name=kingsborough armchair,dimensions=<p>33"" x 34""¼"" x 29""½""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000691,"Carlton sofa",2399,"Our Carlton sofa and matching armchair feature a clean design with soft curves and three options of contrasting, dual tone upholstery. Finished with matt black metal legs, the Carlton sofa offers a compact and comfortable seating solution for every day use in the modern home's living room.","Our Carlton sofa and matching armchair feature a clean design with soft curves and three options of contrasting, dual tone upholstery. Finished with matt black metal legs, the Carlton sofa offers a compact and comfortable seating solution for every day use in the modern home's living room.",175,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",/1/8/18n-hgsc120.jpg,/1/8/18n-hgsc120.jpg,/1/8/18n-hgsc120.jpg,/1/8/18n-hgsc120.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC120,njm_name=kingsborough sofa,dimensions=<p>84""¼"" x 34""¼"" x 29""½""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000692,"Friendship armchair",1299,"Offering a compact and clean design, A and D Modern's Friendship collection features solid wood legs in walnut, and three contemporary upholstery color choices. The Friendship armchair is also available with a matching three seater sofa (sold separately) and provides comfortable seating for the modern living room space.","Offering a compact and clean design, A and D Modern's Friendship collection features solid wood legs in walnut, and three contemporary upholstery color choices. The Friendship armchair is also available with a matching three seater sofa (sold separately) and provides comfortable seating for the modern living room space.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/1/8/18n-hgsc130.jpg,/1/8/18n-hgsc130.jpg,/1/8/18n-hgsc130.jpg,/1/8/18n-hgsc130.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC130,njm_name=kimball armchair,dimensions=<p>33""½"" x 37"" x 32¾""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000693,"Friendship sofa",2399,"Offering a compact and clean design, A and D Modern's Friendship collection features solid wood legs in walnut, and three contemporary upholstery color choices. The Friendship three seater sofa is also available with a matching armchair (sold separately) and provides comfortable seating for the modern living room space.","Offering a compact and clean design, A and D Modern's Friendship collection features solid wood legs in walnut, and three contemporary upholstery color choices. The Friendship three seater sofa is also available with a matching armchair (sold separately) and provides comfortable seating for the modern living room space.",200,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",/1/8/18n-hgsc133.jpg,/1/8/18n-hgsc133.jpg,/1/8/18n-hgsc133.jpg,/1/8/18n-hgsc133.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC133,njm_name=kimball sofa,dimensions=<p>81""¼"" x 37"" x 32¾""""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000694,"Somerset armchair",1199,"Our Somerset armchair and matching sofa feature a modern design with broad arms, piping edge detail, and thick cushion padding. Finished with walnut tone wood legs and three options of upholstery, the Somerset pieces provide comfortable, every day seating for the living room.","Our Somerset armchair and matching sofa feature a modern design with broad arms, piping edge detail, and thick cushion padding. Finished with walnut tone wood legs and three options of upholstery, the Somerset pieces provide comfortable, every day seating for the living room.",105,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/1/8/18n-hgsc137.jpg,/1/8/18n-hgsc137.jpg,/1/8/18n-hgsc137.jpg,/1/8/18n-hgsc137.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC137,njm_name=kingsland armchair,dimensions=<p>44""¼"" x 34""½"" x 29""¼""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000695,"Somerset sofa",2299,"Our Somerset sofa and matching armchair feature a modern design with broad arms, piping edge detail, and thick cushion padding. Finished with walnut tone wood legs and three options of upholstery, the Somerset pieces provide comfortable, every day seating for the living room.","Our Somerset sofa and matching armchair feature a modern design with broad arms, piping edge detail, and thick cushion padding. Finished with walnut tone wood legs and three options of upholstery, the Somerset pieces provide comfortable, every day seating for the living room.",175,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",/1/8/18n-hgsc139.jpg,/1/8/18n-hgsc139.jpg,/1/8/18n-hgsc139.jpg,/1/8/18n-hgsc139.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC139,njm_name=kingsland sofa,dimensions=<p>89"" x 34""½"" x 29""¼""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000711,"Scio sectional sofa",2799,"Our comfortable Scio sectional sofa makes a wonderful addition to any living room space. It is finished in an emerald green upholstery that complements the brushed stainless legs.","Our comfortable Scio sectional sofa makes a wonderful addition to any living room space. It is finished in an emerald green upholstery that complements the brushed stainless legs.",250,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",/1/8/18n-hgsc275.jpg,/1/8/18n-hgsc275.jpg,/1/8/18n-hgsc275.jpg,/1/8/18n-hgsc275.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC275,njm_name=bowne sectional sofa,dimensions=<p>112.5 x 60.3 x 32""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000712,"Ellenburg armchair",1049,"Available in four upholstery colors, our Ellenburg armchair features modern clean lines to suit a variety of living space and décor styles. This compact armchair sits on flared metal legs finished in either black or gold.","Available in four upholstery colors, our Ellenburg armchair features modern clean lines to suit a variety of living space and décor styles. This compact armchair sits on flared metal legs finished in either black or gold.",50,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/1/8/18n-hgsc287-aurelia.jpg,/1/8/18n-hgsc287-aurelia.jpg,/1/8/18n-hgsc287-aurelia.jpg,"/1/8/18n-hgsc287-aurelia.jpg,/1/8/18n-hgsc287-aurelia-1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC287,njm_name=aurelia armchair,dimensions=<p>31 x 32 x 29""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000713,"Ellington armchair",999,"With its modern angular shape, our Ellington armchair provides a compact and versatile seating solution for the home's living room or den. It is available in three contemporary fabrics and sits on black steel legs with gold-tip detailing.","With its modern angular shape, our Ellington armchair provides a compact and versatile seating solution for the home's living room or den. It is available in three contemporary fabrics and sits on black steel legs with gold-tip detailing.",50,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/1/8/18n-hgsc297-autumn.jpg,/1/8/18n-hgsc297-autumn.jpg,/1/8/18n-hgsc297-autumn.jpg,"/1/8/18n-hgsc297-autumn-1.jpg,/1/8/18n-hgsc297-autumn-2.jpg,/1/8/18n-hgsc297-autumn.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGSC297,njm_name=autumn armchair,dimensions=<p>28 x 34 x 34""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
